# Player modifiers
th_heroic_mode_player = {
	yearly_army_professionalism = 0.081
	drill_decay_modifier = -0.539
	army_tradition_decay = -0.032
	navy_tradition_decay = -0.032
	global_unrest = -8.08
	discipline = 0.162
	ship_durability = 0.162
	global_trade_power = 0.485
}
mythic_th_agressive_ai_buff_against_dev_8090 = {
	global_tax_modifier = 1.618
	interest = -3.236
	war_exhaustion = -0.324
	land_attrition = -0.539
	yearly_army_professionalism = 0.081
	drill_decay_modifier = -0.539
	army_tradition_decay = -0.032
	navy_tradition_decay = -0.032
	global_unrest = -8.09
	discipline = 0.162
	ship_durability = 0.162
	global_trade_power = 0.485
}
mythic_th_agressive_ai_buff_against_dev_8100 = {
	global_tax_modifier = 1.62
	interest = -3.24
	war_exhaustion = -0.324
	land_attrition = -0.54
	yearly_army_professionalism = 0.081
	drill_decay_modifier = -0.54
	army_tradition_decay = -0.032
	navy_tradition_decay = -0.032
	global_unrest = -8.1
	discipline = 0.162
	ship_durability = 0.162
	global_trade_power = 0.486
}
mythic_th_agressive_ai_buff_against_dev_8110 = {
	global_tax_modifier = 1.622
	interest = -3.244
	war_exhaustion = -0.324
	land_attrition = -0.541
	yearly_army_professionalism = 0.081
	drill_decay_modifier = -0.541
	army_tradition_decay = -0.032
	navy_tradition_decay = -0.032
	global_unrest = -8.11
	discipline = 0.162
	ship_durability = 0.162
	global_trade_power = 0.487
}
mythic_th_agressive_ai_buff_against_dev_8120 = {
	global_tax_modifier = 1.624
	interest = -3.248
	war_exhaustion = -0.325
	land_attrition = -0.541
	yearly_army_professionalism = 0.081
	drill_decay_modifier = -0.541
	army_tradition_decay = -0.032
	navy_tradition_decay = -0.032
	global_unrest = -8.12
	discipline = 0.162
	ship_durability = 0.162
	global_trade_power = 0.487
}
mythic_th_agressive_ai_buff_against_dev_8130 = {
	global_tax_modifier = 1.626
	interest = -3.252
	war_exhaustion = -0.325
	land_attrition = -0.542
	yearly_army_professionalism = 0.081
	drill_decay_modifier = -0.542
	army_tradition_decay = -0.033
	navy_tradition_decay = -0.033
	global_unrest = -8.13
	discipline = 0.163
	ship_durability = 0.163
	global_trade_power = 0.488
}
mythic_th_agressive_ai_buff_against_dev_8140 = {
	global_tax_modifier = 1.628
	interest = -3.256
	war_exhaustion = -0.326
	land_attrition = -0.543
	yearly_army_professionalism = 0.081
	drill_decay_modifier = -0.543
	army_tradition_decay = -0.033
	navy_tradition_decay = -0.033
	global_unrest = -8.14
	discipline = 0.163
	ship_durability = 0.163
	global_trade_power = 0.488
}
mythic_th_agressive_ai_buff_against_dev_8150 = {
	global_tax_modifier = 1.63
	interest = -3.26
	war_exhaustion = -0.326
	land_attrition = -0.543
	yearly_army_professionalism = 0.081
	drill_decay_modifier = -0.543
	army_tradition_decay = -0.033
	navy_tradition_decay = -0.033
	global_unrest = -8.15
	discipline = 0.163
	ship_durability = 0.163
	global_trade_power = 0.489
}
mythic_th_agressive_ai_buff_against_dev_8160 = {
	global_tax_modifier = 1.632
	interest = -3.264
	war_exhaustion = -0.326
	land_attrition = -0.544
	yearly_army_professionalism = 0.082
	drill_decay_modifier = -0.544
	army_tradition_decay = -0.033
	navy_tradition_decay = -0.033
	global_unrest = -8.16
	discipline = 0.163
	ship_durability = 0.163
	global_trade_power = 0.49
}
mythic_th_agressive_ai_buff_against_dev_8170 = {
	global_tax_modifier = 1.634
	interest = -3.268
	war_exhaustion = -0.327
	land_attrition = -0.545
	yearly_army_professionalism = 0.082
	drill_decay_modifier = -0.545
	army_tradition_decay = -0.033
	navy_tradition_decay = -0.033
	global_unrest = -8.17
	discipline = 0.163
	ship_durability = 0.163
	global_trade_power = 0.49
}
mythic_th_agressive_ai_buff_against_dev_8180 = {
	global_tax_modifier = 1.636
	interest = -3.272
	war_exhaustion = -0.327
	land_attrition = -0.545
	yearly_army_professionalism = 0.082
	drill_decay_modifier = -0.545
	army_tradition_decay = -0.033
	navy_tradition_decay = -0.033
	global_unrest = -8.18
	discipline = 0.164
	ship_durability = 0.164
	global_trade_power = 0.491
}
mythic_th_agressive_ai_buff_against_dev_8190 = {
	global_tax_modifier = 1.638
	interest = -3.276
	war_exhaustion = -0.328
	land_attrition = -0.546
	yearly_army_professionalism = 0.082
	drill_decay_modifier = -0.546
	army_tradition_decay = -0.033
	navy_tradition_decay = -0.033
	global_unrest = -8.19
	discipline = 0.164
	ship_durability = 0.164
	global_trade_power = 0.491
}
mythic_th_agressive_ai_buff_against_dev_8200 = {
	global_tax_modifier = 1.64
	interest = -3.28
	war_exhaustion = -0.328
	land_attrition = -0.547
	yearly_army_professionalism = 0.082
	drill_decay_modifier = -0.547
	army_tradition_decay = -0.033
	navy_tradition_decay = -0.033
	global_unrest = -8.2
	discipline = 0.164
	ship_durability = 0.164
	global_trade_power = 0.492
}
mythic_th_agressive_ai_buff_against_dev_8210 = {
	global_tax_modifier = 1.642
	interest = -3.284
	war_exhaustion = -0.328
	land_attrition = -0.547
	yearly_army_professionalism = 0.082
	drill_decay_modifier = -0.547
	army_tradition_decay = -0.033
	navy_tradition_decay = -0.033
	global_unrest = -8.21
	discipline = 0.164
	ship_durability = 0.164
	global_trade_power = 0.493
}
mythic_th_agressive_ai_buff_against_dev_8220 = {
	global_tax_modifier = 1.644
	interest = -3.288
	war_exhaustion = -0.329
	land_attrition = -0.548
	yearly_army_professionalism = 0.082
	drill_decay_modifier = -0.548
	army_tradition_decay = -0.033
	navy_tradition_decay = -0.033
	global_unrest = -8.22
	discipline = 0.164
	ship_durability = 0.164
	global_trade_power = 0.493
}
mythic_th_agressive_ai_buff_against_dev_8230 = {
	global_tax_modifier = 1.646
	interest = -3.292
	war_exhaustion = -0.329
	land_attrition = -0.549
	yearly_army_professionalism = 0.082
	drill_decay_modifier = -0.549
	army_tradition_decay = -0.033
	navy_tradition_decay = -0.033
	global_unrest = -8.23
	discipline = 0.165
	ship_durability = 0.165
	global_trade_power = 0.494
}
mythic_th_agressive_ai_buff_against_dev_8240 = {
	global_tax_modifier = 1.648
	interest = -3.296
	war_exhaustion = -0.33
	land_attrition = -0.549
	yearly_army_professionalism = 0.082
	drill_decay_modifier = -0.549
	army_tradition_decay = -0.033
	navy_tradition_decay = -0.033
	global_unrest = -8.24
	discipline = 0.165
	ship_durability = 0.165
	global_trade_power = 0.494
}
mythic_th_agressive_ai_buff_against_dev_8250 = {
	global_tax_modifier = 1.65
	interest = -3.3
	war_exhaustion = -0.33
	land_attrition = -0.55
	yearly_army_professionalism = 0.083
	drill_decay_modifier = -0.55
	army_tradition_decay = -0.033
	navy_tradition_decay = -0.033
	global_unrest = -8.25
	discipline = 0.165
	ship_durability = 0.165
	global_trade_power = 0.495
}
mythic_th_agressive_ai_buff_against_dev_8260 = {
	global_tax_modifier = 1.652
	interest = -3.304
	war_exhaustion = -0.33
	land_attrition = -0.551
	yearly_army_professionalism = 0.083
	drill_decay_modifier = -0.551
	army_tradition_decay = -0.033
	navy_tradition_decay = -0.033
	global_unrest = -8.26
	discipline = 0.165
	ship_durability = 0.165
	global_trade_power = 0.496
}
mythic_th_agressive_ai_buff_against_dev_8270 = {
	global_tax_modifier = 1.654
	interest = -3.308
	war_exhaustion = -0.331
	land_attrition = -0.551
	yearly_army_professionalism = 0.083
	drill_decay_modifier = -0.551
	army_tradition_decay = -0.033
	navy_tradition_decay = -0.033
	global_unrest = -8.27
	discipline = 0.165
	ship_durability = 0.165
	global_trade_power = 0.496
}
mythic_th_agressive_ai_buff_against_dev_8280 = {
	global_tax_modifier = 1.656
	interest = -3.312
	war_exhaustion = -0.331
	land_attrition = -0.552
	yearly_army_professionalism = 0.083
	drill_decay_modifier = -0.552
	army_tradition_decay = -0.033
	navy_tradition_decay = -0.033
	global_unrest = -8.28
	discipline = 0.166
	ship_durability = 0.166
	global_trade_power = 0.497
}
mythic_th_agressive_ai_buff_against_dev_8290 = {
	global_tax_modifier = 1.658
	interest = -3.316
	war_exhaustion = -0.332
	land_attrition = -0.553
	yearly_army_professionalism = 0.083
	drill_decay_modifier = -0.553
	army_tradition_decay = -0.033
	navy_tradition_decay = -0.033
	global_unrest = -8.29
	discipline = 0.166
	ship_durability = 0.166
	global_trade_power = 0.497
}
mythic_th_agressive_ai_buff_against_dev_8300 = {
	global_tax_modifier = 1.66
	interest = -3.32
	war_exhaustion = -0.332
	land_attrition = -0.553
	yearly_army_professionalism = 0.083
	drill_decay_modifier = -0.553
	army_tradition_decay = -0.033
	navy_tradition_decay = -0.033
	global_unrest = -8.3
	discipline = 0.166
	ship_durability = 0.166
	global_trade_power = 0.498
}
mythic_th_agressive_ai_buff_against_dev_8310 = {
	global_tax_modifier = 1.662
	interest = -3.324
	war_exhaustion = -0.332
	land_attrition = -0.554
	yearly_army_professionalism = 0.083
	drill_decay_modifier = -0.554
	army_tradition_decay = -0.033
	navy_tradition_decay = -0.033
	global_unrest = -8.31
	discipline = 0.166
	ship_durability = 0.166
	global_trade_power = 0.499
}
mythic_th_agressive_ai_buff_against_dev_8320 = {
	global_tax_modifier = 1.664
	interest = -3.328
	war_exhaustion = -0.333
	land_attrition = -0.555
	yearly_army_professionalism = 0.083
	drill_decay_modifier = -0.555
	army_tradition_decay = -0.033
	navy_tradition_decay = -0.033
	global_unrest = -8.32
	discipline = 0.166
	ship_durability = 0.166
	global_trade_power = 0.499
}
mythic_th_agressive_ai_buff_against_dev_8330 = {
	global_tax_modifier = 1.666
	interest = -3.332
	war_exhaustion = -0.333
	land_attrition = -0.555
	yearly_army_professionalism = 0.083
	drill_decay_modifier = -0.555
	army_tradition_decay = -0.033
	navy_tradition_decay = -0.033
	global_unrest = -8.33
	discipline = 0.167
	ship_durability = 0.167
	global_trade_power = 0.5
}
mythic_th_agressive_ai_buff_against_dev_8340 = {
	global_tax_modifier = 1.668
	interest = -3.336
	war_exhaustion = -0.334
	land_attrition = -0.556
	yearly_army_professionalism = 0.083
	drill_decay_modifier = -0.556
	army_tradition_decay = -0.033
	navy_tradition_decay = -0.033
	global_unrest = -8.34
	discipline = 0.167
	ship_durability = 0.167
	global_trade_power = 0.5
}
mythic_th_agressive_ai_buff_against_dev_8350 = {
	global_tax_modifier = 1.67
	interest = -3.34
	war_exhaustion = -0.334
	land_attrition = -0.557
	yearly_army_professionalism = 0.084
	drill_decay_modifier = -0.557
	army_tradition_decay = -0.033
	navy_tradition_decay = -0.033
	global_unrest = -8.35
	discipline = 0.167
	ship_durability = 0.167
	global_trade_power = 0.501
}
mythic_th_agressive_ai_buff_against_dev_8360 = {
	global_tax_modifier = 1.672
	interest = -3.344
	war_exhaustion = -0.334
	land_attrition = -0.557
	yearly_army_professionalism = 0.084
	drill_decay_modifier = -0.557
	army_tradition_decay = -0.033
	navy_tradition_decay = -0.033
	global_unrest = -8.36
	discipline = 0.167
	ship_durability = 0.167
	global_trade_power = 0.502
}
mythic_th_agressive_ai_buff_against_dev_8370 = {
	global_tax_modifier = 1.674
	interest = -3.348
	war_exhaustion = -0.335
	land_attrition = -0.558
	yearly_army_professionalism = 0.084
	drill_decay_modifier = -0.558
	army_tradition_decay = -0.033
	navy_tradition_decay = -0.033
	global_unrest = -8.37
	discipline = 0.167
	ship_durability = 0.167
	global_trade_power = 0.502
}
mythic_th_agressive_ai_buff_against_dev_8380 = {
	global_tax_modifier = 1.676
	interest = -3.352
	war_exhaustion = -0.335
	land_attrition = -0.559
	yearly_army_professionalism = 0.084
	drill_decay_modifier = -0.559
	army_tradition_decay = -0.034
	navy_tradition_decay = -0.034
	global_unrest = -8.38
	discipline = 0.168
	ship_durability = 0.168
	global_trade_power = 0.503
}
mythic_th_agressive_ai_buff_against_dev_8390 = {
	global_tax_modifier = 1.678
	interest = -3.356
	war_exhaustion = -0.336
	land_attrition = -0.559
	yearly_army_professionalism = 0.084
	drill_decay_modifier = -0.559
	army_tradition_decay = -0.034
	navy_tradition_decay = -0.034
	global_unrest = -8.39
	discipline = 0.168
	ship_durability = 0.168
	global_trade_power = 0.503
}
mythic_th_agressive_ai_buff_against_dev_8400 = {
	global_tax_modifier = 1.68
	interest = -3.36
	war_exhaustion = -0.336
	land_attrition = -0.56
	yearly_army_professionalism = 0.084
	drill_decay_modifier = -0.56
	army_tradition_decay = -0.034
	navy_tradition_decay = -0.034
	global_unrest = -8.4
	discipline = 0.168
	ship_durability = 0.168
	global_trade_power = 0.504
}
mythic_th_agressive_ai_buff_against_dev_8410 = {
	global_tax_modifier = 1.682
	interest = -3.364
	war_exhaustion = -0.336
	land_attrition = -0.561
	yearly_army_professionalism = 0.084
	drill_decay_modifier = -0.561
	army_tradition_decay = -0.034
	navy_tradition_decay = -0.034
	global_unrest = -8.41
	discipline = 0.168
	ship_durability = 0.168
	global_trade_power = 0.505
}
mythic_th_agressive_ai_buff_against_dev_8420 = {
	global_tax_modifier = 1.684
	interest = -3.368
	war_exhaustion = -0.337
	land_attrition = -0.561
	yearly_army_professionalism = 0.084
	drill_decay_modifier = -0.561
	army_tradition_decay = -0.034
	navy_tradition_decay = -0.034
	global_unrest = -8.42
	discipline = 0.168
	ship_durability = 0.168
	global_trade_power = 0.505
}
mythic_th_agressive_ai_buff_against_dev_8430 = {
	global_tax_modifier = 1.686
	interest = -3.372
	war_exhaustion = -0.337
	land_attrition = -0.562
	yearly_army_professionalism = 0.084
	drill_decay_modifier = -0.562
	army_tradition_decay = -0.034
	navy_tradition_decay = -0.034
	global_unrest = -8.43
	discipline = 0.169
	ship_durability = 0.169
	global_trade_power = 0.506
}
mythic_th_agressive_ai_buff_against_dev_8440 = {
	global_tax_modifier = 1.688
	interest = -3.376
	war_exhaustion = -0.338
	land_attrition = -0.563
	yearly_army_professionalism = 0.084
	drill_decay_modifier = -0.563
	army_tradition_decay = -0.034
	navy_tradition_decay = -0.034
	global_unrest = -8.44
	discipline = 0.169
	ship_durability = 0.169
	global_trade_power = 0.506
}
mythic_th_agressive_ai_buff_against_dev_8450 = {
	global_tax_modifier = 1.69
	interest = -3.38
	war_exhaustion = -0.338
	land_attrition = -0.563
	yearly_army_professionalism = 0.085
	drill_decay_modifier = -0.563
	army_tradition_decay = -0.034
	navy_tradition_decay = -0.034
	global_unrest = -8.45
	discipline = 0.169
	ship_durability = 0.169
	global_trade_power = 0.507
}
mythic_th_agressive_ai_buff_against_dev_8460 = {
	global_tax_modifier = 1.692
	interest = -3.384
	war_exhaustion = -0.338
	land_attrition = -0.564
	yearly_army_professionalism = 0.085
	drill_decay_modifier = -0.564
	army_tradition_decay = -0.034
	navy_tradition_decay = -0.034
	global_unrest = -8.46
	discipline = 0.169
	ship_durability = 0.169
	global_trade_power = 0.508
}
mythic_th_agressive_ai_buff_against_dev_8470 = {
	global_tax_modifier = 1.694
	interest = -3.388
	war_exhaustion = -0.339
	land_attrition = -0.565
	yearly_army_professionalism = 0.085
	drill_decay_modifier = -0.565
	army_tradition_decay = -0.034
	navy_tradition_decay = -0.034
	global_unrest = -8.47
	discipline = 0.169
	ship_durability = 0.169
	global_trade_power = 0.508
}
mythic_th_agressive_ai_buff_against_dev_8480 = {
	global_tax_modifier = 1.696
	interest = -3.392
	war_exhaustion = -0.339
	land_attrition = -0.565
	yearly_army_professionalism = 0.085
	drill_decay_modifier = -0.565
	army_tradition_decay = -0.034
	navy_tradition_decay = -0.034
	global_unrest = -8.48
	discipline = 0.17
	ship_durability = 0.17
	global_trade_power = 0.509
}
mythic_th_agressive_ai_buff_against_dev_8490 = {
	global_tax_modifier = 1.698
	interest = -3.396
	war_exhaustion = -0.34
	land_attrition = -0.566
	yearly_army_professionalism = 0.085
	drill_decay_modifier = -0.566
	army_tradition_decay = -0.034
	navy_tradition_decay = -0.034
	global_unrest = -8.49
	discipline = 0.17
	ship_durability = 0.17
	global_trade_power = 0.509
}
mythic_th_agressive_ai_buff_against_dev_8500 = {
	global_tax_modifier = 1.7
	interest = -3.4
	war_exhaustion = -0.34
	land_attrition = -0.567
	yearly_army_professionalism = 0.085
	drill_decay_modifier = -0.567
	army_tradition_decay = -0.034
	navy_tradition_decay = -0.034
	global_unrest = -8.5
	discipline = 0.17
	ship_durability = 0.17
	global_trade_power = 0.51
}
mythic_th_agressive_ai_buff_against_dev_8510 = {
	global_tax_modifier = 1.702
	interest = -3.404
	war_exhaustion = -0.34
	land_attrition = -0.567
	yearly_army_professionalism = 0.085
	drill_decay_modifier = -0.567
	army_tradition_decay = -0.034
	navy_tradition_decay = -0.034
	global_unrest = -8.51
	discipline = 0.17
	ship_durability = 0.17
	global_trade_power = 0.511
}
mythic_th_agressive_ai_buff_against_dev_8520 = {
	global_tax_modifier = 1.704
	interest = -3.408
	war_exhaustion = -0.341
	land_attrition = -0.568
	yearly_army_professionalism = 0.085
	drill_decay_modifier = -0.568
	army_tradition_decay = -0.034
	navy_tradition_decay = -0.034
	global_unrest = -8.52
	discipline = 0.17
	ship_durability = 0.17
	global_trade_power = 0.511
}
mythic_th_agressive_ai_buff_against_dev_8530 = {
	global_tax_modifier = 1.706
	interest = -3.412
	war_exhaustion = -0.341
	land_attrition = -0.569
	yearly_army_professionalism = 0.085
	drill_decay_modifier = -0.569
	army_tradition_decay = -0.034
	navy_tradition_decay = -0.034
	global_unrest = -8.53
	discipline = 0.171
	ship_durability = 0.171
	global_trade_power = 0.512
}
mythic_th_agressive_ai_buff_against_dev_8540 = {
	global_tax_modifier = 1.708
	interest = -3.416
	war_exhaustion = -0.342
	land_attrition = -0.569
	yearly_army_professionalism = 0.085
	drill_decay_modifier = -0.569
	army_tradition_decay = -0.034
	navy_tradition_decay = -0.034
	global_unrest = -8.54
	discipline = 0.171
	ship_durability = 0.171
	global_trade_power = 0.512
}
mythic_th_agressive_ai_buff_against_dev_8550 = {
	global_tax_modifier = 1.71
	interest = -3.42
	war_exhaustion = -0.342
	land_attrition = -0.57
	yearly_army_professionalism = 0.086
	drill_decay_modifier = -0.57
	army_tradition_decay = -0.034
	navy_tradition_decay = -0.034
	global_unrest = -8.55
	discipline = 0.171
	ship_durability = 0.171
	global_trade_power = 0.513
}
mythic_th_agressive_ai_buff_against_dev_8560 = {
	global_tax_modifier = 1.712
	interest = -3.424
	war_exhaustion = -0.342
	land_attrition = -0.571
	yearly_army_professionalism = 0.086
	drill_decay_modifier = -0.571
	army_tradition_decay = -0.034
	navy_tradition_decay = -0.034
	global_unrest = -8.56
	discipline = 0.171
	ship_durability = 0.171
	global_trade_power = 0.514
}
mythic_th_agressive_ai_buff_against_dev_8570 = {
	global_tax_modifier = 1.714
	interest = -3.428
	war_exhaustion = -0.343
	land_attrition = -0.571
	yearly_army_professionalism = 0.086
	drill_decay_modifier = -0.571
	army_tradition_decay = -0.034
	navy_tradition_decay = -0.034
	global_unrest = -8.57
	discipline = 0.171
	ship_durability = 0.171
	global_trade_power = 0.514
}
mythic_th_agressive_ai_buff_against_dev_8580 = {
	global_tax_modifier = 1.716
	interest = -3.432
	war_exhaustion = -0.343
	land_attrition = -0.572
	yearly_army_professionalism = 0.086
	drill_decay_modifier = -0.572
	army_tradition_decay = -0.034
	navy_tradition_decay = -0.034
	global_unrest = -8.58
	discipline = 0.172
	ship_durability = 0.172
	global_trade_power = 0.515
}
mythic_th_agressive_ai_buff_against_dev_8590 = {
	global_tax_modifier = 1.718
	interest = -3.436
	war_exhaustion = -0.344
	land_attrition = -0.573
	yearly_army_professionalism = 0.086
	drill_decay_modifier = -0.573
	army_tradition_decay = -0.034
	navy_tradition_decay = -0.034
	global_unrest = -8.59
	discipline = 0.172
	ship_durability = 0.172
	global_trade_power = 0.515
}
mythic_th_agressive_ai_buff_against_dev_8600 = {
	global_tax_modifier = 1.72
	interest = -3.44
	war_exhaustion = -0.344
	land_attrition = -0.573
	yearly_army_professionalism = 0.086
	drill_decay_modifier = -0.573
	army_tradition_decay = -0.034
	navy_tradition_decay = -0.034
	global_unrest = -8.6
	discipline = 0.172
	ship_durability = 0.172
	global_trade_power = 0.516
}
mythic_th_agressive_ai_buff_against_dev_8610 = {
	global_tax_modifier = 1.722
	interest = -3.444
	war_exhaustion = -0.344
	land_attrition = -0.574
	yearly_army_professionalism = 0.086
	drill_decay_modifier = -0.574
	army_tradition_decay = -0.034
	navy_tradition_decay = -0.034
	global_unrest = -8.61
	discipline = 0.172
	ship_durability = 0.172
	global_trade_power = 0.517
}
mythic_th_agressive_ai_buff_against_dev_8620 = {
	global_tax_modifier = 1.724
	interest = -3.448
	war_exhaustion = -0.345
	land_attrition = -0.575
	yearly_army_professionalism = 0.086
	drill_decay_modifier = -0.575
	army_tradition_decay = -0.034
	navy_tradition_decay = -0.034
	global_unrest = -8.62
	discipline = 0.172
	ship_durability = 0.172
	global_trade_power = 0.517
}
mythic_th_agressive_ai_buff_against_dev_8630 = {
	global_tax_modifier = 1.726
	interest = -3.452
	war_exhaustion = -0.345
	land_attrition = -0.575
	yearly_army_professionalism = 0.086
	drill_decay_modifier = -0.575
	army_tradition_decay = -0.035
	navy_tradition_decay = -0.035
	global_unrest = -8.63
	discipline = 0.173
	ship_durability = 0.173
	global_trade_power = 0.518
}
mythic_th_agressive_ai_buff_against_dev_8640 = {
	global_tax_modifier = 1.728
	interest = -3.456
	war_exhaustion = -0.346
	land_attrition = -0.576
	yearly_army_professionalism = 0.086
	drill_decay_modifier = -0.576
	army_tradition_decay = -0.035
	navy_tradition_decay = -0.035
	global_unrest = -8.64
	discipline = 0.173
	ship_durability = 0.173
	global_trade_power = 0.518
}
mythic_th_agressive_ai_buff_against_dev_8650 = {
	global_tax_modifier = 1.73
	interest = -3.46
	war_exhaustion = -0.346
	land_attrition = -0.577
	yearly_army_professionalism = 0.087
	drill_decay_modifier = -0.577
	army_tradition_decay = -0.035
	navy_tradition_decay = -0.035
	global_unrest = -8.65
	discipline = 0.173
	ship_durability = 0.173
	global_trade_power = 0.519
}
mythic_th_agressive_ai_buff_against_dev_8660 = {
	global_tax_modifier = 1.732
	interest = -3.464
	war_exhaustion = -0.346
	land_attrition = -0.577
	yearly_army_professionalism = 0.087
	drill_decay_modifier = -0.577
	army_tradition_decay = -0.035
	navy_tradition_decay = -0.035
	global_unrest = -8.66
	discipline = 0.173
	ship_durability = 0.173
	global_trade_power = 0.52
}
mythic_th_agressive_ai_buff_against_dev_8670 = {
	global_tax_modifier = 1.734
	interest = -3.468
	war_exhaustion = -0.347
	land_attrition = -0.578
	yearly_army_professionalism = 0.087
	drill_decay_modifier = -0.578
	army_tradition_decay = -0.035
	navy_tradition_decay = -0.035
	global_unrest = -8.67
	discipline = 0.173
	ship_durability = 0.173
	global_trade_power = 0.52
}
mythic_th_agressive_ai_buff_against_dev_8680 = {
	global_tax_modifier = 1.736
	interest = -3.472
	war_exhaustion = -0.347
	land_attrition = -0.579
	yearly_army_professionalism = 0.087
	drill_decay_modifier = -0.579
	army_tradition_decay = -0.035
	navy_tradition_decay = -0.035
	global_unrest = -8.68
	discipline = 0.174
	ship_durability = 0.174
	global_trade_power = 0.521
}
mythic_th_agressive_ai_buff_against_dev_8690 = {
	global_tax_modifier = 1.738
	interest = -3.476
	war_exhaustion = -0.348
	land_attrition = -0.579
	yearly_army_professionalism = 0.087
	drill_decay_modifier = -0.579
	army_tradition_decay = -0.035
	navy_tradition_decay = -0.035
	global_unrest = -8.69
	discipline = 0.174
	ship_durability = 0.174
	global_trade_power = 0.521
}
mythic_th_agressive_ai_buff_against_dev_8700 = {
	global_tax_modifier = 1.74
	interest = -3.48
	war_exhaustion = -0.348
	land_attrition = -0.58
	yearly_army_professionalism = 0.087
	drill_decay_modifier = -0.58
	army_tradition_decay = -0.035
	navy_tradition_decay = -0.035
	global_unrest = -8.7
	discipline = 0.174
	ship_durability = 0.174
	global_trade_power = 0.522
}
mythic_th_agressive_ai_buff_against_dev_8710 = {
	global_tax_modifier = 1.742
	interest = -3.484
	war_exhaustion = -0.348
	land_attrition = -0.581
	yearly_army_professionalism = 0.087
	drill_decay_modifier = -0.581
	army_tradition_decay = -0.035
	navy_tradition_decay = -0.035
	global_unrest = -8.71
	discipline = 0.174
	ship_durability = 0.174
	global_trade_power = 0.523
}
mythic_th_agressive_ai_buff_against_dev_8720 = {
	global_tax_modifier = 1.744
	interest = -3.488
	war_exhaustion = -0.349
	land_attrition = -0.581
	yearly_army_professionalism = 0.087
	drill_decay_modifier = -0.581
	army_tradition_decay = -0.035
	navy_tradition_decay = -0.035
	global_unrest = -8.72
	discipline = 0.174
	ship_durability = 0.174
	global_trade_power = 0.523
}
mythic_th_agressive_ai_buff_against_dev_8730 = {
	global_tax_modifier = 1.746
	interest = -3.492
	war_exhaustion = -0.349
	land_attrition = -0.582
	yearly_army_professionalism = 0.087
	drill_decay_modifier = -0.582
	army_tradition_decay = -0.035
	navy_tradition_decay = -0.035
	global_unrest = -8.73
	discipline = 0.175
	ship_durability = 0.175
	global_trade_power = 0.524
}
mythic_th_agressive_ai_buff_against_dev_8740 = {
	global_tax_modifier = 1.748
	interest = -3.496
	war_exhaustion = -0.35
	land_attrition = -0.583
	yearly_army_professionalism = 0.087
	drill_decay_modifier = -0.583
	army_tradition_decay = -0.035
	navy_tradition_decay = -0.035
	global_unrest = -8.74
	discipline = 0.175
	ship_durability = 0.175
	global_trade_power = 0.524
}
mythic_th_agressive_ai_buff_against_dev_8750 = {
	global_tax_modifier = 1.75
	interest = -3.5
	war_exhaustion = -0.35
	land_attrition = -0.583
	yearly_army_professionalism = 0.088
	drill_decay_modifier = -0.583
	army_tradition_decay = -0.035
	navy_tradition_decay = -0.035
	global_unrest = -8.75
	discipline = 0.175
	ship_durability = 0.175
	global_trade_power = 0.525
}
mythic_th_agressive_ai_buff_against_dev_8760 = {
	global_tax_modifier = 1.752
	interest = -3.504
	war_exhaustion = -0.35
	land_attrition = -0.584
	yearly_army_professionalism = 0.088
	drill_decay_modifier = -0.584
	army_tradition_decay = -0.035
	navy_tradition_decay = -0.035
	global_unrest = -8.76
	discipline = 0.175
	ship_durability = 0.175
	global_trade_power = 0.526
}
mythic_th_agressive_ai_buff_against_dev_8770 = {
	global_tax_modifier = 1.754
	interest = -3.508
	war_exhaustion = -0.351
	land_attrition = -0.585
	yearly_army_professionalism = 0.088
	drill_decay_modifier = -0.585
	army_tradition_decay = -0.035
	navy_tradition_decay = -0.035
	global_unrest = -8.77
	discipline = 0.175
	ship_durability = 0.175
	global_trade_power = 0.526
}
mythic_th_agressive_ai_buff_against_dev_8780 = {
	global_tax_modifier = 1.756
	interest = -3.512
	war_exhaustion = -0.351
	land_attrition = -0.585
	yearly_army_professionalism = 0.088
	drill_decay_modifier = -0.585
	army_tradition_decay = -0.035
	navy_tradition_decay = -0.035
	global_unrest = -8.78
	discipline = 0.176
	ship_durability = 0.176
	global_trade_power = 0.527
}
mythic_th_agressive_ai_buff_against_dev_8790 = {
	global_tax_modifier = 1.758
	interest = -3.516
	war_exhaustion = -0.352
	land_attrition = -0.586
	yearly_army_professionalism = 0.088
	drill_decay_modifier = -0.586
	army_tradition_decay = -0.035
	navy_tradition_decay = -0.035
	global_unrest = -8.79
	discipline = 0.176
	ship_durability = 0.176
	global_trade_power = 0.527
}
mythic_th_agressive_ai_buff_against_dev_8800 = {
	global_tax_modifier = 1.76
	interest = -3.52
	war_exhaustion = -0.352
	land_attrition = -0.587
	yearly_army_professionalism = 0.088
	drill_decay_modifier = -0.587
	army_tradition_decay = -0.035
	navy_tradition_decay = -0.035
	global_unrest = -8.8
	discipline = 0.176
	ship_durability = 0.176
	global_trade_power = 0.528
}
mythic_th_agressive_ai_buff_against_dev_8810 = {
	global_tax_modifier = 1.762
	interest = -3.524
	war_exhaustion = -0.352
	land_attrition = -0.587
	yearly_army_professionalism = 0.088
	drill_decay_modifier = -0.587
	army_tradition_decay = -0.035
	navy_tradition_decay = -0.035
	global_unrest = -8.81
	discipline = 0.176
	ship_durability = 0.176
