province;red;green;blue;x;x
1650;17;203;203;Lake Tangayika;x
1651;18;203;253;Lake Malawi;x
1652;19;223;253;White Sea;x
1653;20;253;253;Lake Balchasj;x
1654;21;203;203;Lake Bajkal;x
1655;22;203;253;Poyang Lake;x
1656;23;223;253;Lake Titicaca;x
1657;24;253;253;Lake Nicaragua;x
1658;25;203;203;Everglades;x
1659;26;203;253;Lake Ontario;x
1660;27;223;253;Lake Erie;x
1661;28;253;253;Lake Huron;x
1662;29;203;203;Lake Michigan;x
1663;30;203;253;Lake Superior;x
1664;31;223;253;Lake Nipigon;x
1665;32;253;253;Lake Winnipeg;x
1666;33;203;203;Western Pacific #1;x
1667;34;203;253;Western Pacific #2;x
1668;35;223;253;Western Pacific #3;x
1669;36;253;253;Western Pacific #4;x
1670;37;203;203;Western Pacific #5;x
1671;38;203;253;Western Pacific #6;x
1672;39;223;253;Western Pacific #7;x
1673;40;253;253;Western Pacific #8;x
1674;41;203;203;Western Pacific #9;x
1675;42;203;253;Western Pacific #10;x
1676;43;223;253;Western Pacific #11;x
1677;44;253;253;Northern Pacific #1;x
1678;45;203;203;Northern Pacific #2;x
1679;46;203;253;Northern Pacific #3;x
1680;47;223;253;Northern Pacific #4;x
1681;48;253;253;Northern Pacific #5;x
1682;49;203;203;Northern Pacific #6;x
1683;50;203;253;Northern Pacific #7;x
1684;51;223;253;Northern Pacific #8;x
1685;52;253;253;Northern Pacific #9;x
1686;53;203;203;Northern Pacific #10;x
1687;54;203;253;Central Pacific #1;x
1688;55;223;253;Central Pacific #2;x
1689;56;253;253;Central Pacific #3;x
1690;57;203;203;Central Pacific #4;x
1691;58;203;253;Central Pacific #5;x
1692;59;223;253;Central Pacific #6;x
1693;60;253;253;Central Pacific #7;x
1694;61;203;203;Central Pacific #8;x
1695;62;203;253;Central Pacific #9;x
1696;63;223;253;Central Pacific #10;x
1697;64;253;253;Coast of Hawaii;x
1698;65;203;203;Central Pacific #11;x
1699;66;203;253;Central Pacific #12;x
1700;67;223;253;Eastern Pacific #1;x
1701;68;253;253;Eastern Pacific #2;x
1702;69;203;203;Eastern Pacific #3;x
1703;70;203;253;Eastern Pacific #4;x
1704;71;223;253;Eastern Pacific #5;x
1705;72;253;253;Eastern Pacific #6;x
1706;73;203;203;Eastern Pacific #7;x
1707;74;203;253;Eastern Pacific #8;x
1708;75;223;253;Eastern Pacific #9;x
1709;76;253;253;Eastern Pacific #10;x
1710;77;203;203;Eastern Pacific #11;x
1711;78;203;253;Eastern Pacific #12;x
1712;79;223;253;Eastern Pacific #13;x
1713;80;253;253;Eastern Pacific #14;x
1714;81;203;203;Eastern Pacific #15;x
1715;82;203;253;Eastern Pacific #16;x
1716;83;223;253;Eastern Pacific #17;x
1717;85;203;203;Southern Pacifc #1;x
1718;86;203;253;Southern Pacifc #2;x
1719;87;223;253;Southern Pacifc #3;x
1720;88;253;253;Southern Pacifc #4;x
1721;89;203;203;Southern Pacifc #5;x
1722;90;203;253;Southern Pacifc #6;x
1723;91;223;253;Southern Pacifc #7;x
1724;92;253;253;Southern Pacifc #8;x
1725;93;203;203;Southern Pacifc #9;x
1726;94;203;253;Southern Pacifc #10;x
1727;95;223;253;Southern Pacifc #11;x
1728;96;253;253;Southern Pacifc #12;x
1729;97;203;203;Southern Pacifc #13;x
1730;98;203;253;Southern Pacifc #14;x
1731;99;223;253;Southern Pacifc #15;x
1732;100;253;253;Southern Pacifc #16;x
1733;101;203;203;Southern Pacifc #17;x
1734;102;203;253;Southern Pacifc #18;x
1735;103;223;253;Southern Pacifc #19;x
1736;104;203;203;Southern Pacifc #20;x
1737;106;203;253;Southern Pacifc #22;x
1738;107;223;253;Southern Pacifc #23;x
1739;108;253;253;Southern Pacifc #24;x
1740;109;203;203;Southern Pacifc #25;x
1741;110;203;253;Southern Pacifc #26;x
1742;66;68;126;Limburg;x
1743;194;70;173;Cambray;x
1744;66;72;32;Antwerpen;x
1745;195;74;79;Cantabria;x
1746;67;76;126;Burgos;x
1747;195;78;173;Caceres;x
1748;67;80;32;La Mancha;x
1749;195;82;79;Cadiz;x
1750;67;84;126;Alicante;x
1751;195;86;173;Ceuta;x
1752;68;88;32;Rzhev;x
1753;196;90;79;Kostroma;x
1754;68;92;126;Orel;x
1755;196;94;173;Ustyug;x
1756;68;96;32;Budjak;x
1757;196;98;79;Oberpfalz;x
1758;68;100;126;Hannover;x
1759;197;102;173;Potsdam;x
1760;69;104;32;Koblenz;x
1761;197;106;79;Alzey;x
1762;69;108;126;Kassel;x
1763;197;110;173;Niederlausitz;x
1764;69;112;32;Burgas;x
1765;197;114;79;Nis;x
1766;70;116;126;Kosovo;x
1767;198;118;173;Osijek;x
1768;70;120;32;Lienz;x
1769;198;122;79;Görz;x
1770;70;124;126;Ostmarch;x
1771;198;126;173;Erz;x
1772;70;128;32;Presburg;x
1773;199;130;79;Achaea;x
1774;71;132;126;Treviso;x
1775;199;134;173;Holstein;x
1776;71;136;32;Karelia;x
1777;199;138;79;Kola;x
1778;71;140;126;Kasimov;x
1779;199;142;173;Rub' al Khali;x
1780;72;144;32;Komi;x
1781;200;146;79;Western Siberia;x
1782;72;148;126;Eastern Siberia;x
1783;200;150;173;Koryak;x
1784;72;152;32;Tiam Shan;x
1785;200;154;79;Karakoram;x
1786;72;156;126;Takla Makan;x
1787;201;158;173;Himalaya;x
1788;73;32;32;Arunachal;x
1789;201;34;79;Maoke;x
1790;73;36;126;Western Australia;x
1791;201;38;173;Central Australia;x
1792;201;42;79;Merina;x
1793;74;44;126;El Djouf;x
1794;202;46;173;Central Sahara;x
1795;74;48;32;East Sahara;x
1796;202;50;79;Central Africa;x
1797;74;52;126;Inner Kongo;x
1798;202;54;173;Imatong;x
1799;74;56;32;Urgoma;x
1800;203;58;79;Limpopo;x
1801;75;60;126;Kalahari;x
1802;203;62;173;Northern Amazonas;x
1803;75;64;32;Southern Amazonas;x
1804;203;66;79;Greenland;x
1805;75;68;126;Québec;x
1806;203;70;173;Weagamow;x
1807;76;72;32;Baffin Island;x
1808;204;74;79;Great Basin;x
1809;76;76;126;Great Plains;x
1810;204;78;173;Alaska;x
1811;76;80;32;Nunavut;x
1812;204;82;79;Northwest Territories;x
1813;76;84;126;Saskatchewan;x
1814;205;86;173;Columbia;x
1815;77;88;32;Ayeyarwady;x
1816;205;90;79;Hejian;x
1817;77;92;126;Nan;x
1818;205;94;173;Chikuzen;x
1819;77;96;32;Tosa;x
1820;205;98;79;Awa;x
1821;78;100;126;Nanjing;x
1822;206;102;173;Shangai;x
1823;78;104;32;Stung Treng;x
1824;206;106;79;Wenzhou;x
1825;78;108;126;Aki;x
1826;206;110;173;Lika;x
1827;78;112;32;Raska;x
1828;207;114;79;Soli;x
1829;79;116;126;Xiamen;x
1830;207;118;173;Tajima;x
1831;79;120;32;Travunia;x
1832;207;122;79;Yamato;x
1833;79;124;126;Ji'an;x
1834;207;126;173;Dorpat;x
1835;80;128;32;Mino;x
1836;208;130;79;Nanyang;x
1837;80;132;126;Etchu;x
1838;208;134;173;Hefei;x
1839;80;136;32;Totomi;x
1840;208;138;79;Guilin;x
1841;80;140;126;Marienburg;x
1842;209;142;173;Narva;x
1843;81;144;32;Kozuke;x
1844;209;146;79;Xiankhouang;x
1845;81;148;126;Pyeongyang;x
1846;209;150;173;Amasya;x
1847;81;152;32;Shiribeshi;x
1848;209;154;79;Hamid;x
1849;82;156;126;Hama;x
1850;210;158;173;Mudanjiang;x
1851;82;32;32;Ribatejo;x
1852;210;34;79;Tokachi;x
1853;82;36;126;Kozani;x
1854;210;38;173;Jaffa;x
1855;82;40;32;Sidon;x
1856;211;42;79;Abkhazia;x
1857;83;44;126;Lauenburg;x
1858;211;46;173;Stettin;x
1859;83;48;32;Torun;x
1860;211;50;79;Norfolk;x
1861;83;52;126;Derby;x
1862;211;54;173;Cremona;x
1863;84;56;32;Graz;x
1864;212;58;79;Somogy;x
1865;84;60;126;Ghent;x
1866;212;62;173;Namur;x
1867;84;64;32;Freiburg;x
1868;212;66;79;Augsburg;x
1869;84;68;126;Zürich;x
1870;213;70;173;S:t Gallen;x
1871;85;72;32;Wallis;x
1872;86;84;126;Ulm;x
1873;85;76;126;Chur;x
1874;213;78;173;Bremen;x
1875;142;110;192;Turin;x
1876;213;82;79;Frankfurt;x
1877;86;92;126;Charolais;x
1878;214;86;173;Aachen;x
1879;86;88;32;Alencon;x
1880;214;90;79;Sundgau;x
1881;213;74;79;St. Barthélemy;x
1882;214;94;173;Bône;x
1883;0;0;232;Western Finish lakes;x
1884;1;0;236;East Finish lakes;x
1885;2;0;240;Central finish lakes;x
1886;3;0;244;Storavan;x
1887;4;0;248;Storsjon;x
1888;5;0;232;Kara Sea;x
1889;6;0;236;Lake geneva;x
1890;7;0;240;Bodensee;x
1891;8;0;244;Tuz Gola;x
1892;9;0;248;Lake Van;x
1893;10;0;232;Lake Daryacheh;x
1894;11;0;236;Sevan Lake;x
1895;12;0;240;Lake Taihu;x
1896;13;0;244;Lake Hongze;x
1897;14;0;248;Dongting;x
1898;15;0;232;Tonie Sap Lake;x
1899;16;0;236;Tana lake;x
1900;17;0;240;Lake Turkana;x
1901;81;104;191;Mpangu;x
1902;19;0;248;Lake Poopo;x
1903;20;0;232;Lake Champlain;x
1904;21;0;236;Lac Saint Jean;x
1905;22;0;240;Lac Manicouagan;x
1906;23;0;244;Lac Michikamau;x
1907;24;0;248;Lac Bienville;x
1908;25;0;232;Lac Al Eau Claire;x
1909;26;0;236;Lac Minto;x
1910;27;0;240;La Grande Riviere;x
1911;28;0;244;Lake Island;x
1912;29;0;248;Lake Reindeer;x
1913;30;0;232;Wollaston Lake;x
1914;31;0;236;Great Slave Lake;x
1915;32;0;240;Lake Athabasca;x
1916;33;0;244;Dubawni Lake;x
1917;34;0;248;Yathkyed Lake;x
1918;35;0;232;Kasba Lake;x
1919;36;0;236;Nueltin Lake;x
1920;37;0;240;Wholdaia Lake;x
1921;38;0;244;Peter Pond Lake;x
1922;39;0;248;Great salt lake;x
1923;40;0;232;Williston Lake;x
1924;62;206;252;Greenland tip;x
1925;225;191;200;Tana;x
1926;62;230;252;Northern baltic sea;x
1927;62;218;252;Eastern baltic sea;x
1928;62;234;252;Western Alands sea;x
1929;62;210;252;Western Norwegian Sea;x
1930;237;154;79;Åland;x
1931;130;60;50;East Frisia;x
1932;49;150;248;Gulf of Satalia;x
1933;50;0;232;Bari;x
1934;251;0;36;Lucania;x
1935;52;0;240;Semigallia;x
1936;55;0;0;Kovno;x
1937;65;0;250;Grodno;x
1938;75;0;25;Wizna;x
1939;85;0;225;Leczyca;x
1940;95;0;50;Belz;x
1941;105;0;200;Turov;x
1942;110;0;75;Zhytomyr;x
1943;115;0;175;Bratslav;x
1944;120;0;100;Cherkasy;x
1945;125;0;150;Novgorod-Seversky;x
1946;63;0;244;Desh;x
1947;64;0;248;Gingee;x
1948;65;0;232;Bidar;x
1949;66;0;236;Tirupati;x
1950;67;0;240;Meghalaya;x
1951;68;0;244;Hunyad;x
1952;69;0;248;Maramaros;x
1953;70;0;232;Szabolcs;x
1954;71;0;236;Torontal;x
1955;172;146;192;Kholmogory;x
1956;73;0;244;Suzdal;x
1957;74;0;248;Galich;x
1958;75;0;232;Kargopol;x
1959;76;0;236;Torzhok;x
1960;77;0;240;Ostrov;x
1961;78;0;244;Ladoga;x
1962;79;0;248;Kudymkar;x
1963;80;0;232;Cherdyn;x
1964;81;0;236;Ust-Sysolsk;x
1965;88;116;126;Buzuluk;x
1966;216;118;173;Chelyaba;x
1967;217;126;173;Khujand;x
1968;89;128;32;Kulob;x
1969;216;122;79;Sozak;x
1970;88;120;32;Syghnak;x
1971;88;112;32;Tsaritsyn;x
1972;216;114;79;Udmurtia;x
1973;88;124;126;Urgench;x
1974;215;110;173;Yedishkul;x
1975;105;225;255;Sea of Jutland;x
1976;93;0;244;Dead Sea;x
1977;94;0;248;Mälaren;x
1978;95;0;232;Shetlands;x
1979;96;0;236;Färöarnax;x
1980;136;253;253;Sea of Japan;x
1981;98;0;244;Bornholm;x
1982;99;0;248;Blekinge;x
1983;100;0;232;Lolland;x
1984;101;0;236;Nordjylland;x
1985;102;240;0;Närke;x
1986;103;0;244;New Caledonia;x
1987;104;0;248;Society Islands;x
1988;105;0;232;Rapa Nui;x
1989;106;0;236;Tonga;x
1990;107;0;240;Tuvalu;x
1991;108;0;244;Gilbert Islands;x
1992;109;0;248;Nauru;x
1993;110;0;232;Marshall Islands;x
1994;111;0;236;Wake;x
1995;112;0;240;Micronesia;x
1996;113;0;244;Palau;x
1997;114;0;248;Midway;x
1998;115;0;232;Christmas Island;x
1999;116;0;236;Cocos Island;x
2000;60;221;221;Qinghai Lake;x
2001;95;200;200;Siling Lake;x
2002;200;135;255;Galápagos Islands;x
2003;120;2;232;Ktunaxa;x
2004;125;4;236;Niitsitapi;x
2005;130;8;240;Asinaan;x
2006;135;16;244;Apsáalooke;x
2007;140;32;248;Arikara;x
2008;145;64;232;Yankton;x
2009;150;128;236;Teton;x
2010;55;1;80;Connecticut;x
2011;155;2;120;Shenandoah;x
2012;105;3;160;Arsigantegok;x
2013;75;4;40;Kennebec;x
2014;105;6;160;Natchitoches;x
2015;65;7;40;Nipigon;x
2016;155;8;120;Bungi;x
2017;105;9;160;Nehiyawewin;x
2018;55;10;40;Tsuutina;x
2019;105;11;120;Nimiipu;x
2020;155;12;160;Bannock;x
2021;25;13;70;Miwok;x
2022;155;5;120;Haida;x
2023;55;14;120;Munsee;x
2024;255;15;160;Ajiraan;x
2025;255;16;40;South Georgia;x
2026;255;17;120;Tanjore;x
2027;230;18;160;Arcot;x
2028;255;19;90;Mahur;x
2029;255;20;120;South Kanara;x
2030;255;21;160;Goa;x
2031;16;134;155;Morasanadu;x
2032;16;245;155;Malenadu;x
2033;188;164;69;Savanaur;x
2034;255;120;0;Pune;x
2035;81;148;103;Gulbarga;x
2036;156;172;45;Baglana;x
2037;205;119;117;Warangal;x
2038;213;157;165;Midnapore;x
2039;213;242;165;Sunderbans;x
2040;84;237;87;Sadiya;x
2041;64;189;3;Manipur;x
2042;246;92;62;Koch Hajo;x
2043;0;225;69;Balasore;x
2044;181;16;160;Bhagalpur;x
2045;53;124;86;Rangpur;x
2046;193;131;23;Nasirabad;x
2047;85;160;133;Tirhut;x
2048;198;203;170;Garjat;x
2049;73;18;169;Khurda;x
2050;184;70;8;Chanda;x
2051;215;241;160;Bhavnagar;x
2052;122;234;32;Navanagar;x
2053;225;142;66;Patan;x
2054;156;201;151;Ahmadabad;x
2055;156;201;221;Gorakhpur;x
2056;156;61;221;Rewakantha;x
2057;75;190;64;Bhelsa;x
2058;231;98;182;Mewar;x
2059;237;96;10;Kalpi;x
2060;255;192;227;Upper Doab;x
2061;255;192;0;Katehar;x
2062;193;76;178;Panipat;x
2063;152;160;243;Etawah;x
2064;202;218;255;Shekhawati;x
2065;53;215;217;Batthiana;x
2066;116;145;119;Nagaur;x
2067;212;53;53;Gorwar;x
2068;72;225;192;Siwistan;x
2069;187;154;212;Kumaon;x
2070;123;181;72;Chaubisi Rajas;x
2071;234;189;93;Limbuwan;x
2072;96;229;237;Bhakkar;x
2073;154;192;44;Baltistan;x
2074;151;175;205;Ladakh;x
2075;0;18;255;Doaba;x
2076;0;194;255;Sialkot;x
2077;224;140;221;Margalla;x
2078;32;140;221;Bannu;x
2079;132;140;221;Dera Ghazi Khan;x
2080;219;108;9;Srikakulam;x
2081;142;80;134;Lakhnor;x
2082;17;138;94;Raipur;x
2083;205;86;82;Kosta;x
2084;193;0;241;Konaseema;x
2085;161;165;225;Tiruchirapalli;x
2086;197;225;191;Cholistan;x
2087;224;213;178;Ajmer;x
2088;66;156;186;Umarkot;x
2089;81;142;66;Chaul;x
2090;154;52;179;Rayalaseema;x
2091;145;33;11;Tripura;x
2092;170;185;212;Mahadeo;x
2093;230;190;64;Mandsaur;x
2094;78;155;191;Bahreich;x
2095;222;94;94;Varanasi;x
2096;210;243;194;Damin;x
2097;95;101;222;Baghelkhand;x
2098;148;136;138;Surguja;x
2099;193;207;44;Kandy;x
2100;195;123;121;Vanni;x
2101;186;239;22;Tirunelveli;x
2102;215;191;26;Urkan;x
2103;103;132;224;Udi;x
2104;104;136;64;Birija;x
2105;105;148;160;Kuru;x
2106;105;162;80;Furdan;x
2107;104;158;240;Ningguta;x
2108;100;98;144;Huncun;x
2109;100;90;80;Boduna;x
2110;99;86;240;Yehe;x
2111;199;223;102;Hetu Ala;x
2112;115;210;143;Andong;x
2113;193;133;132;Gaizhou;x
2114;106;172;160;Ereen;x
2115;107;180;224;Chahar;x
2116;108;206;240;Ih Huree;x
2117;219;224;124;Zasagt;x
2118;116;102;240;Urzhar;x
2119;114;56;64;Chuguchak;x
2120;114;115;55;Ili;x
2121;112;32;64;Kuqa;x
2122;111;244;160;Hami;x
2123;111;254;240;Qakilik;x
2124;115;78;240;Yarkand;x
2125;115;86;112;Kochkor;x
2126;155;139;47;Chuy;x
2127;115;82;80;Yashilkul;x
2128;123;184;128;Ngari;x
2129;122;174;240;Changtang;x
2130;121;152;64;Nyingchi;x
2131;196;187;21;Qamdo;x
2132;119;138;144;Markam;x
2133;118;126;240;Dege;x
2134;119;120;192;Rebgong;x
2135;118;130;80;Garze;x
2136;124;210;144;Xuanhua;x
2137;143;75;75;Daming;x
2138;86;118;240;Wuding;x
2139;145;24;24;Laizhou;x
2140;238;254;148;Yanzhou;x
2141;107;218;111;Xuzhou;x
2142;84;80;128;Huai'an;x
2143;190;53;53;Fengyang;x
2144;82;62;176;Fuyang;x
2145;185;51;51;Zhenjiang;x
2146;185;197;39;Ningguo;x
2147;150;42;42;Huizhou;x
2148;41;150;61;Shaoxin;x
2149;121;54;54;Ningbo;x
2150;69;102;64;Jinhua;x
2151;131;100;35;Poyang;x
2152;144;37;37;Jianning;x
2153;67;84;112;Tingzhou;x
2154;233;216;92;Kelang;x
2155;97;44;96;Middag;x
2156;146;81;81;Chaochow;x
2157;65;52;224;Waichow;x
2158;65;46;176;Shiukwan;x
2159;64;44;160;Leichow;x
2160;65;34;80;Ngaichow;x
2161;64;32;64;Limchow;x
2162;68;78;64;Ngchow;x
2163;67;62;128;Liuzhou;x
2164;67;70;192;Namning;x
2165;255;216;0;Pu'er;x
2166;69;205;50;Dehong;x
2167;75;240;74;Lijiang;x
2168;79;254;112;Bozhou;x
2169;149;33;33;Langzhong;x
2170;90;182;176;Songqu;x
2171;153;57;57;Xiangyang;x
2172;81;48;64;Jingzhou;x
2173;0;36;255;Yuanling;x
2174;158;62;62;Hengyang;x
2175;171;198;23;Runing;x
2176;88;144;64;Shangqiu;x
2177;89;162;208;Ningwu;x
2178;90;172;96;Lu'an;x
2179;91;188;224;Yan'an;x
2180;79;246;240;Tianshui;x
2181;93;216;64;Pingliang;x
2182;95;236;224;Liangzhou;x
2183;93;222;112;Taozhou;x
2184;215;210;43;Xining;x
2185;103;120;128;Mergen;x
2186;105;156;224;Iman;x
2187;106;164;96;Sartu;x
2188;100;102;176;Alchuka;x
2189;110;220;160;Tsetserleg;x
2190;205;158;124;Qaraqorum;x
2191;108;196;160;Ejin;x
2192;217;220;84;Korla;x
2193;96;42;80;Govi;x
2194;113;106;26;Kunlun;x
2195;255;18;160;Adyghe;x
2196;255;19;40;Guria;x
2197;255;25;0;Cabardia;x
2198;255;126;40;Khundzia;x
2199;255;200;150;Tarki;x
2200;243;202;12;Suleiman Range;x
2201;255;22;200;Alania;x
2202;255;223;0;Melikates;x
2203;255;23;23;Kakheti;x
2204;255;224;200;Samtskhe;x
2205;255;24;40;Nakhchivan;x
2206;255;225;120;Urmia;x
2207;255;125;200;Maragheh;x
2208;255;125;215;Terek;x
2209;255;24;90;Ilam;x
2210;187;165;22;Kirmanshah;x
2211;187;215;128;Ardalan;x
2212;60;143;34;Zanjan;x
2213;187;205;22;Qom;x
2214;81;81;192;Golestan;x
2215;187;24;90;Qazvin;x
2216;187;24;155;Semnan;x
2217;255;112;90;Yasuj;x
2218;165;72;84;Sarvestan;x
2219;58;88;180;Bandar Langeh;x
2220;81;81;255;Bam;x
2221;165;72;137;Mashhad;x
2222;81;81;221;Ardakan;x
2223;215;50;155;Larestan;x
2224;190;44;0;Ferah;x
2225;210;227;0;Bamyan;x
2226;90;187;34;Jalalabad;x
2227;208;154;12;Kunduz;x
2228;40;59;211;Maymana;x
2229;90;156;34;Bust;x
2230;129;171;129;Chakhansur;x
2231;121;210;41;Bela;x
2232;190;72;59;Kharan;x
2233;152;137;59;Western Makran;x
2234;193;215;62;Rafsanjan;x
2235;190;72;96;Sabzevar;x
2236;131;211;134;Bojnord;x
2237;160;109;157;Tekrur;x
2238;80;73;160;Kantor;x
2239;120;75;185;Siine;x
2240;120;137;132;Galam;x
2241;200;111;182;Beafada;x
2242;240;69;110;Karou;x
2243;80;135;107;Termes;x
2244;160;139;157;Tagant;x
2245;240;113;207;Wagadu;x
2246;40;115;232;Baghena;x
2247;80;117;83;Walata;x
2248;120;119;108;Do;x
2249;160;151;133;Sibiridugu;x
2250;160;77;210;Bendugu;x
2251;80;61;184;Bagoe;x
2252;200;117;235;Lobi;x
2253;160;121;133;Gwiriko;x
2254;240;125;232;Bonoman;x
2255;40;127;183;Gyaaman;x
2256;40;139;159;Dagbon;x
2257;80;129;208;Denkyira;x
2258;120;131;233;Cape Coast;x
2259;160;133;84;Bara;x
2260;200;79;235;Mema;x
2261;160;115;210;Kala;x
2262;116;98;168;Karabara;x
2263;200;91;211;Haayre;x
2264;200;135;109;Hombori;x
2265;240;119;86;Liptako;x
2266;140;199;183;Bilanga;x
2267;240;137;134;Tenkodogo;x
2268;40;83;11;Aribanda;x
2269;200;147;85;Zarmaganda;x
2270;40;121;11;Dallol;x
2271;80;141;184;Azawagh;x
2272;160;127;186;Azbin;x
2273;120;143;209;Ader;x
2274;160;145;234;Agades;x
2275;120;125;161;Tenere;x
2276;80;123;136;Itesan;x
2277;240;161;86;Kawar;x
2278;240;149;110;Kebbi;x
2279;120;155;185;Daura;x
2280;160;157;210;Biram;x
2281;200;159;235;Rano;x
2282;40;151;135;Muniyo;x
2283;240;143;207;Bedde;x
2284;160;89;186;Manga;x
2285;200;129;211;Marghi;x
2286;240;131;236;Logone;x
2287;40;163;11;Kotoko;x
2288;40;133;82;Yao;x
2289;40;71;135;Ondo;x
2290;240;81;86;Ijebu;x
2291;120;87;161;Ketu;x
2292;140;145;232;Moshi;x
2293;200;141;182;Yawuri;x
2294;200;153;158;Warri;x
2295;80;147;83;Atakora;x
2296;209;68;153;Biga;x
2297;245;152;169;Saruhan;x
2298;255;230;147;Tekke;x
2299;226;231;102;Bolu;x
2300;198;68;153;Bozok;x
2301;0;155;175;Kayseri;x
2302;187;186;222;Icel;x
2303;167;163;54;Malatya;x
2304;157;36;128;Canik;x
2305;89;153;66;Erzincan;x
2306;184;183;51;Mush;x
2307;207;225;132;Van;x
2308;0;153;75;Urfa;x
2309;132;41;144;Sinjar;x
2310;250;19;41;Tikrit;x
2311;51;130;63;Samawat;x
2312;242;102;96;Wasit;x
2313;181;181;52;Antioch;x
2314;49;11;71;Rahba;x
2315;139;22;59;Suez;x
2316;4;24;61;Al Gharbia;x
2317;149;201;61;Minya;x
2318;157;215;209;Bahariya;x
2319;206;231;202;Manfalut;x
2320;62;48;146;Ras Gharib;x
2321;203;185;45;Queseer;x
2322;212;227;131;Wadi Halfa;x
2323;158;168;213;Sahra an Nubyah;x
2324;239;69;139;Halaib;x
2325;245;244;179;Tarrana;x
2326;178;31;114;Bardiyah;x
2327;154;216;222;Maan;x
2328;0;120;91;Tayma;x
2329;101;125;54;Yanbu;x
2330;59;82;37;Ma'din Sulaym;x
2331;250;203;224;Jeddah;x
2332;188;228;233;Truba;x
2333;0;124;194;Abd al-Qays;x
2334;225;224;174;Badiyat ash Sham;x
2335;9;115;187;Dawasir;x
2336;238;16;102;Aflaj;x
2337;255;21;245;Buraydah;x
2338;201;24;126;Hafar;x
2339;157;34;114;Yabrin;x
2340;91;4;48;Grane;x
2341;213;231;178;Sharqiyah;x
2342;56;16;31;Wusta;x
2343;117;18;67;Hadramawt;x
2344;210;25;111;Marib;x
2345;240;238;129;Beihan;x
2346;252;183;112;Jazan;x
2347;0;120;94;Hofuf;x
2348;108;157;64;Chios;x
2349;71;208;47;Kizil-Su;x
2350;151;50;205;Konjikala;x
2351;169;158;86;Shekty;x
2352;103;104;152;Alty-Kuduk;x
2353;57;202;53;Tortkara;x
2354;155;167;88;Shegendyk;x
2355;189;174;66;Narym;x
2356;39;216;132;Shymkent;x
2357;211;106;44;Aksary;x
2358;179;181;74;Altyn;x
2359;69;186;122;Baganaly;x
2360;68;40;113;Tobykty;x
2361;23;130;61;Dzhaman-Kuduk;x
2362;168;175;18;Gurganj;x
2363;145;49;49;Atakent;x
2364;193;255;128;Talas;x
2365;183;191;72;Orda;x
2366;179;165;85;Utva;x
2367;88;175;171;Lower Yik;x
2368;135;100;164;Karamegdan;x
2369;175;88;119;Lower Ishim;x
2370;108;130;155;Kungirot;x
2371;127;0;0;Song La;x
2372;0;38;255;Hai Phong;x
2373;137;76;72;Hue;x
2374;53;204;105;Kauthara;x
2375;244;127;25;Rhade;x
2376;225;191;0;Prek Russey;x
2377;82;199;61;Teuk Khmao;x
2378;255;0;110;Kratie;x
2379;0;148;255;Battambang;x
2380;190;35;195;Phnom Penh;x
2381;34;65;11;Luang Namtha;x
2382;154;12;26;Savanh Nakhone;x
2383;127;31;12;Khukhanor Surin;x
2384;17;79;170;Nong Khai;x
2385;42;127;127;Nongbua Lamphu;x
2386;91;112;0;Chaiyaphum;x
2387;71;64;128;Phetchaburi;x
2388;32;38;255;Phitsanulok;x
2389;213;130;225;Phra Bang;x
2390;202;66;152;Chaiya;x
2391;211;44;63;Thalang;x
2392;135;98;114;Selangor;x
2393;44;142;85;Terengganu;x
2394;92;175;36;Kedah;x
2395;32;124;32;Hkamti Long;x
2396;255;117;154;Mong Kawng;x
2397;141;255;107;Tamanthi;x
2398;53;168;141;Thaungdut;x
2399;255;242;109;Pagan;x
2400;255;160;58;Hsipaw;x
2401;255;163;137;Yawnghwe;x
2402;137;255;104;Sandoway;x
2403;255;92;71;Martaban;x
2404;97;198;71;Mergui;x
2405;54;91;72;Bendery;x
2406;151;78;142;Ingil;x
2407;89;70;120;Pereyaslav;x
2408;211;223;69;Lipetsk;x
2409;202;43;139;Bahmut;x
2410;153;230;204;Theodoro;x
2411;179;204;153;Mansur;x
2412;122;143;170;Kyzyl-Yar;x
2413;70;70;122;Tyn;x
2414;116;74;122;Azaraba;x
2415;60;44;114;Etkara;x
2416;66;75;120;Majar;x
2417;182;25;40;Kuma;x
2418;85;58;215;Ukek;x
2419;171;208;192;Kanadey;x
2420;247;22;12;Agyidel;x
2421;45;31;18;Juketau;x
2422;163;72;18;Veda-Suvar;x
2423;163;189;18;Alatyr;x
2424;151;186;110;Peremyshl;x
2425;89;61;78;Naryan-Mar;x
2426;34;74;126;Yamal;x
2427;166;83;32;Ostyaki;x
2428;153;102;93;Yugan;x
2429;63;102;93;Agan;x
2430;88;198;79;Baykha;x
2431;172;201;135;Uchamin;x
2432;162;183;79;Chulym;x
2433;170;202;126;Vah;x
2434;63;134;173;Barnaul;x
2435;34;80;89;Nukhtui;x
2436;34;43;58;Chuna;x
2437;154;175;58;Seganka;x
2438;34;74;58;Kharya;x
2439;173;104;32;Yarmanka;x
2440;173;66;32;Kagyrgyn;x
2441;72;130;79;Iglino;x
2442;72;28;79;Ust-Kut;x
2443;47;122;167;Kan;x
2444;164;48;70;Bashgird;x
2445;166;144;32;Mangazea;x
2446;148;47;32;Chara;x
2447;228;43;43;Mantrega;x
2448;144;31;145;Fezzan;x
2449;81;144;95;Jufra;x
